0.000000,199.931000,0.000000,14.944718
0.001429,199.924973,0.000000,13.974014
0.002857,199.906916,0.000000,7.191135
0.004286,199.876835,0.000001,-11.208187
0.005714,199.834736,0.000003,-47.024028
0.007143,199.780628,0.000005,-106.050180
0.008571,199.714524,0.000009,-194.072057
0.010000,199.636440,0.000014,-316.864617
0.011429,199.546392,0.000022,-480.190278
0.012857,199.444401,0.000031,-689.796854
0.014286,199.330491,0.000042,-951.415483
0.015714,199.204688,0.000056,-1270.758583
0.017143,199.067020,0.000073,-1653.517804
0.018571,198.917518,0.000092,-2105.361999
0.020000,198.756217,0.000115,-2631.935203
0.021429,198.583153,0.000142,-3238.854637
0.022857,198.398366,0.000172,-3931.708710
0.024286,198.201897,0.000206,-4716.055055
0.025714,197.993790,0.000244,-5597.418567
0.027143,197.774093,0.000287,-6581.289472
0.028571,197.542856,0.000334,-7673.121409
0.030000,197.300129,0.000387,-8878.329532
0.031429,197.045969,0.000445,-10202.288636
0.032857,196.780431,0.000508,-11650.331307
0.034286,196.503576,0.000576,-13227.746091
0.035714,196.215465,0.000651,-14939.775690
0.037143,195.916163,0.000731,-16791.615187
0.038571,195.605737,0.000818,-18788.410290
0.040000,195.284255,0.000911,-20935.255611
0.041429,194.951788,0.001012,-23237.192966
0.042857,194.608411,0.001119,-25699.209710
0.044286,194.254199,0.001233,-28326.237099
0.045714,193.889230,0.001355,-31123.148686
0.047143,193.513585,0.001484,-34094.758740
0.048571,193.127346,0.001621,-37245.820709
0.050000,192.730596,0.001766,-40581.025707
0.051429,192.323424,0.001919,-44105.001036
0.052857,191.905916,0.002081,-47822.308752
0.054286,191.478165,0.002251,-51737.444247
0.055714,191.040262,0.002431,-55854.834888
0.057143,190.592301,0.002619,-60178.838676
0.058571,190.134379,0.002816,-64713.742949
0.060000,189.666595,0.003023,-69463.763124
0.061429,189.189047,0.003239,-74433.041471
0.062857,188.701837,0.003465,-79625.645927
0.064286,188.205069,0.003701,-85045.568957
0.065714,187.698847,0.003946,-90696.726439
0.067143,187.183279,0.004203,-96582.956602
0.068571,186.658472,0.004469,-102708.018997
0.070000,186.124536,0.004746,-109075.593512
0.071429,185.581581,0.005034,-115689.279420
0.072857,185.029721,0.005332,-122552.594482
0.074286,184.469069,0.005642,-129668.974076
0.075714,183.899741,0.005963,-137041.770373
0.077143,183.321853,0.006295,-144674.251560
0.078571,182.735523,0.006638,-152569.601097
0.080000,182.140870,0.006993,-160730.917016
0.081429,181.538013,0.007360,-169161.211269
0.082857,180.927075,0.007739,-177863.409107
0.084286,180.308177,0.008129,-186840.348513
0.085714,179.681443,0.008532,-196094.779665
0.087143,179.046997,0.008947,-205629.364448
0.088571,178.404964,0.009374,-215446.676008
0.090000,177.755470,0.009813,-225549.198344
0.091429,177.098642,0.010265,-235939.325944
0.092857,176.434608,0.010730,-246619.363458
0.094286,175.763495,0.011207,-257591.525421
0.095714,175.085434,0.011697,-268857.936011
0.097143,174.400552,0.012200,-280420.628845
0.098571,173.708981,0.012716,-292281.546823
0.100000,173.010852,0.013245,-304442.542005
0.101429,172.306295,0.013788,-316905.375535
0.102857,171.595442,0.014343,-329671.717600
0.104286,170.878425,0.014912,-342743.147428
0.105714,170.155377,0.015494,-356121.153326
0.107143,169.426430,0.016089,-369807.132763
0.108571,168.691718,0.016698,-383802.392474
0.110000,167.951372,0.017320,-398108.148624
0.111429,167.205527,0.017956,-412725.526990
0.112857,166.454316,0.018606,-427655.563194
0.114286,165.697873,0.019269,-442899.202960
0.115714,164.936330,0.019946,-458457.302418
0.117143,164.169823,0.020637,-474330.628434
0.118571,163.398483,0.021341,-490519.858984
0.120000,162.622444,0.022059,-507025.583551
0.121429,161.841840,0.022791,-523848.303564
0.122857,161.056804,0.023536,-540988.432870
0.124286,160.267469,0.024296,-558446.298233
0.125714,159.473966,0.025069,-576222.139867
0.127143,158.676429,0.025857,-594316.112001
0.128571,157.874990,0.026658,-612728.283479
0.130000,157.069779,0.027472,-631458.638376
0.131429,156.260929,0.028301,-650507.076659
0.132857,155.448569,0.029144,-669873.414867
0.134286,154.632831,0.030000,-689557.386822
0.135714,153.813843,0.030870,-709558.644364
0.137143,152.991735,0.031754,-729876.758117
0.138571,152.166636,0.032652,-750511.218277
0.140000,151.338674,0.033563,-771461.435428
0.141429,150.507976,0.034488,-792726.741377
0.142857,149.674668,0.035427,-814306.390016
0.144286,148.838876,0.036380,-836199.558210
0.145714,148.000726,0.037346,-858405.346702
0.147143,147.160342,0.038325,-880922.781035
0.148571,146.317848,0.039319,-903750.812510
0.150000,145.473366,0.040325,-926888.319144
0.151429,144.627018,0.041345,-950334.106664
0.152857,143.778925,0.042379,-974086.909506
0.154286,142.929208,0.043425,-998145.391844
0.155714,142.077985,0.044485,-1022508.148621
0.157143,141.225375,0.045558,-1047173.706610
0.158571,140.371494,0.046644,-1072140.525484
0.160000,139.516459,0.047744,-1097406.998896
0.161429,138.660385,0.048856,-1122971.455581
0.162857,137.803387,0.049981,-1148832.160468
0.164286,136.945576,0.051119,-1174987.315801
0.165714,136.087066,0.052269,-1201435.062273
0.167143,135.227966,0.053433,-1228173.480175
0.168571,134.368387,0.054608,-1255200.590551
0.170000,133.508436,0.055797,-1282514.356360
0.171429,132.648222,0.056997,-1310112.683653
0.172857,131.787850,0.058210,-1337993.422753
0.174286,130.927426,0.059436,-1366154.369442
0.175714,130.067052,0.060673,-1394593.266161
0.177143,129.206832,0.061922,-1423307.803203
0.178571,128.346866,0.063183,-1452295.619928
0.180000,127.487256,0.064456,-1481554.305964
0.181429,126.628098,0.065741,-1511081.402431
0.182857,125.769491,0.067037,-1540874.403149
0.184286,124.911531,0.068344,-1570930.755865
0.185714,124.054313,0.069663,-1601247.863469
0.187143,123.197930,0.070993,-1631823.085222
0.188571,122.342475,0.072335,-1662653.737975
0.190000,121.488037,0.073687,-1693737.097394
0.191429,120.634708,0.075050,-1725070.399186
0.192857,119.782574,0.076424,-1756650.840313
0.194286,118.931723,0.077809,-1788475.580221
0.195714,118.082240,0.079204,-1820541.742052
0.197143,117.234210,0.080609,-1852846.413858
0.198571,116.387715,0.082025,-1885386.649818
0.200000,115.542836,0.083451,-1918159.471438
0.201429,114.699654,0.084886,-1951161.868763
0.202857,113.858247,0.086332,-1984390.801565
0.204286,113.018692,0.087787,-2017843.200545
0.205714,112.181066,0.089252,-2051515.968513
0.207143,111.345442,0.090727,-2085405.981573
0.208571,110.511895,0.092210,-2119510.090295
0.210000,109.680495,0.093703,-2153825.120880
0.211429,108.851313,0.095205,-2188347.876324
0.212857,108.024419,0.096716,-2223075.137561
0.214286,107.199879,0.098236,-2258003.664612
0.215714,106.377761,0.099764,-2293130.197716
0.217143,105.558128,0.101300,-2328451.458452
0.218571,104.741046,0.102845,-2363964.150860
0.220000,103.926575,0.104399,-2399664.962538
0.221429,103.114777,0.105960,-2435550.565741
0.222857,102.305711,0.107529,-2471617.618464
0.224286,101.499435,0.109106,-2507862.765515
0.225714,100.696007,0.110690,-2544282.639577
0.227143,99.895481,0.112282,-2580873.862256
0.228571,99.097912,0.113881,-2617633.045122
0.230000,98.303353,0.115488,-2654556.790735
0.231429,97.511856,0.117101,-2691641.693658
