0.001000,10.002001
0.002000,10.004005
0.003000,10.006011
0.004000,10.008020
0.005000,10.010032
0.006000,10.012046
0.007000,10.014062
0.008000,10.016081
0.009000,10.018102
0.010000,10.020126
0.011000,10.022153
0.012000,10.024182
0.013000,10.026214
0.014000,10.028248
0.015000,10.030284
0.016000,10.032323
0.017000,10.034365
0.018000,10.036409
0.019000,10.038456
0.020000,10.040505
0.021000,10.042557
0.022000,10.044611
0.023000,10.046668
0.024000,10.048727
0.025000,10.050789
0.026000,10.052853
0.027000,10.054920
0.028000,10.056989
0.029000,10.059061
0.030000,10.061135
0.031000,10.063212
0.032000,10.065291
0.033000,10.067373
0.034000,10.069457
0.035000,10.071544
0.036000,10.073633
0.037000,10.075725
0.038000,10.077819
0.039000,10.079916
0.040000,10.082015
0.041000,10.084117
0.042000,10.086221
0.043000,10.088327
0.044000,10.090437
0.045000,10.092548
0.046000,10.094663
0.047000,10.096779
0.048000,10.098898
0.049000,10.101020
0.050000,10.103144
0.051000,10.105271
0.052000,10.107400
0.053000,10.109531
0.054000,10.111665
0.055000,10.113802
0.056000,10.115941
0.057000,10.118082
0.058000,10.120226
0.059000,10.122372
0.060000,10.124521
0.061000,10.126672
0.062000,10.128826
0.063000,10.130982
0.064000,10.133141
0.065000,10.135302
0.066000,10.137466
0.067000,10.139632
0.068000,10.141801
0.069000,10.143972
0.070000,10.146145
0.071000,10.148321
0.072000,10.150500
0.073000,10.152681
0.074000,10.154864
0.075000,10.157050
0.076000,10.159238
0.077000,10.161429
0.078000,10.163622
0.079000,10.165817
0.080000,10.168015
0.081000,10.170216
0.082000,10.172419
0.083000,10.174624
0.084000,10.176832
0.085000,10.179042
0.086000,10.181255
0.087000,10.183470
0.088000,10.185688
0.089000,10.187908
0.090000,10.190131
0.091000,10.192356
0.092000,10.194583
0.093000,10.196813
0.094000,10.199045
0.095000,10.201280
0.096000,10.203517
0.097000,10.205756
0.098000,10.207998
0.099000,10.210243
0.100000,10.212490
0.101000,10.214739
0.102000,10.216990
0.103000,10.219245
0.104000,10.221501
0.105000,10.223760
0.106000,10.226021
0.107000,10.228285
0.108000,10.230552
0.109000,10.232820
0.110000,10.235091
0.111000,10.237365
0.112000,10.239641
0.113000,10.241919
0.114000,10.244200
0.115000,10.246483
0.116000,10.248768
0.117000,10.251056
